[main] DEBUG      | org.springframework.test.context.BootstrapUtils              | Instantiating CacheAwareContextLoaderDelegate from class [org.springframework.test.context.cache.DefaultCacheAwareContextLoaderDelegate] (BootstrapUtils.java:99)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> SetAllPerson de Fire [{ "firstName":"John", "lastName":"Boyd", "address":"1509 Culver St", "city":"Culver", "zip":"97451", "phone":"841-874-6512", "email":"jaboyd@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Jacob", "lastName":"Boyd", "address":"1509 Culver St", "city":"Culver", "zip":"97451", "phone":"841-874-6513", "email":"drk@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Tenley", "lastName":"Boyd", "address":"1509 Culver St", "city":"Culver", "zip":"97451", "phone":"841-874-6512", "email":"tenz@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Roger", "lastName":"Boyd", "address":"1509 Culver St", "city":"Culver", "zip":"97451", "phone":"841-874-6512", "email":"jaboyd@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Felicia", "lastName":"Boyd", "address":"1509 Culver St", "city":"Culver", "zip":"97451", "phone":"841-874-6544", "email":"jaboyd@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Jonanathan", "lastName":"Marrack", "address":"29 15th St", "city":"Culver", "zip":"97451", "phone":"841-874-6513", "email":"drk@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Tessa", "lastName":"Carman", "address":"834 Binoc Ave", "city":"Culver", "zip":"97451", "phone":"841-874-6512", "email":"tenz@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Peter", "lastName":"Duncan", "address":"644 Gershwin Cir", "city":"Culver", "zip":"97451", "phone":"841-874-6512", "email":"jaboyd@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Foster", "lastName":"Shepard", "address":"748 Townings Dr", "city":"Culver", "zip":"97451", "phone":"841-874-6544", "email":"jaboyd@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Tony", "lastName":"Cooper", "address":"112 Steppes Pl", "city":"Culver", "zip":"97451", "phone":"841-874-6874", "email":"tcoop@ymail.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Lily", "lastName":"Cooper", "address":"489 Manchester St", "city":"Culver", "zip":"97451", "phone":"841-874-9845", "email":"lily@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Sophia", "lastName":"Zemicks", "address":"892 Downing Ct", "city":"Culver", "zip":"97451", "phone":"841-874-7878", "email":"soph@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Warren", "lastName":"Zemicks", "address":"892 Downing Ct", "city":"Culver", "zip":"97451", "phone":"841-874-7512", "email":"ward@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Zach", "lastName":"Zemicks", "address":"892 Downing Ct", "city":"Culver", "zip":"97451", "phone":"841-874-7512", "email":"zarc@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Reginold", "lastName":"Walker", "address":"908 73rd St", "city":"Culver", "zip":"97451", "phone":"841-874-8547", "email":"reg@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Jamie", "lastName":"Peters", "address":"908 73rd St", "city":"Culver", "zip":"97451", "phone":"841-874-7462", "email":"jpeter@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Ron", "lastName":"Peters", "address":"112 Steppes Pl", "city":"Culver", "zip":"97451", "phone":"841-874-8888", "email":"jpeter@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Allison", "lastName":"Boyd", "address":"112 Steppes Pl", "city":"Culver", "zip":"97451", "phone":"841-874-9888", "email":"aly@imail.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Brian", "lastName":"Stelzer", "address":"947 E. Rose Dr", "city":"Culver", "zip":"97451", "phone":"841-874-7784", "email":"bstel@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Shawna", "lastName":"Stelzer", "address":"947 E. Rose Dr", "city":"Culver", "zip":"97451", "phone":"841-874-7784", "email":"ssanw@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Kendrik", "lastName":"Stelzer", "address":"947 E. Rose Dr", "city":"Culver", "zip":"97451", "phone":"841-874-7784", "email":"bstel@email.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Clive", "lastName":"Ferguson", "address":"748 Townings Dr", "city":"Culver", "zip":"97451", "phone":"841-874-6741", "email":"clivfd@ymail.com", "firestation":"null", "age":"0", "medicalrecord":"null], { "firstName":"Eric", "lastName":"Cadigan", "address":"951 LoneTree Rd", "city":"Culver", "zip":"97451", "phone":"841-874-7458", "email":"gramps@email.com", "firestation":"null", "age":"0", "medicalrecord":"null]] (FirestationDaoImpl.java:110)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> SetAllFire [FirestationModel [station=3, address=1509 Culver St], FirestationModel [station=2, address=29 15th St], FirestationModel [station=3, address=834 Binoc Ave], FirestationModel [station=1, address=644 Gershwin Cir], FirestationModel [station=3, address=748 Townings Dr], FirestationModel [station=3, address=112 Steppes Pl], FirestationModel [station=4, address=489 Manchester St], FirestationModel [station=2, address=892 Downing Ct], FirestationModel [station=1, address=908 73rd St], FirestationModel [station=4, address=112 Steppes Pl], FirestationModel [station=1, address=947 E. Rose Dr], FirestationModel [station=3, address=748 Townings Dr], FirestationModel [station=2, address=951 LoneTree Rd]] (UrlsDaoImpl.java:41)
[main] INFO       | com.safetynet.safetyAlerts.dao.DataDaoImpl                   | Traitement du Mapper terminé, données rapatriées! (DataDaoImpl.java:71)
[main] INFO       | com.safetynet.safetyAlerts.SafetyAlertsApplication           | Started SafetyAlertsApplication in 3.759 seconds (JVM running for 4.732) (StartupInfoLogger.java:61)
[http-nio-8080-exec-3] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des Personnes rattachées à la fireStation: 2 (UrlsService.java:32)
[http-nio-8080-exec-3] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Personness couvertent par la FireStation 2 : nbAdult:1  nbChild:4 ListPersons:[PersonStation [firstName=Jonanathan, lastName=Marrack, address=29 15th St, phone=841-874-6513], PersonStation [firstName=Sophia, lastName=Zemicks, address=892 Downing Ct, phone=841-874-7878], PersonStation [firstName=Warren, lastName=Zemicks, address=892 Downing Ct, phone=841-874-7512], PersonStation [firstName=Zach, lastName=Zemicks, address=892 Downing Ct, phone=841-874-7512], PersonStation [firstName=Eric, lastName=Cadigan, address=951 LoneTree Rd, phone=841-874-7458]] (UrlsDaoImpl.java:80)
[http-nio-8080-exec-2] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des enfants rattachées à l'adresse: 1509 Culver St (UrlsService.java:41)
[http-nio-8080-exec-2] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Liste des Personnes trouvées par 1509 Culver St: ChildsWithParentsU2 [childs=[PersonWithAgeU2 [firstName=Tenley, lastName=Boyd, age=9], PersonWithAgeU2 [firstName=Roger, lastName=Boyd, age=4]], parents=[PersonWithAgeU2 [firstName=John, lastName=Boyd, age=37], PersonWithAgeU2 [firstName=Jacob, lastName=Boyd, age=32], PersonWithAgeU2 [firstName=Felicia, lastName=Boyd, age=35]]] (UrlsDaoImpl.java:114)
[http-nio-8080-exec-6] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des enfants rattachées à l'adresse: 3 (UrlsService.java:50)
[http-nio-8080-exec-6] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Téléphone(s) trouvé(s) pour la station 3: [PhoneNumber [number=841-874-6512], PhoneNumber [number=841-874-6513], PhoneNumber [number=841-874-6512], PhoneNumber [number=841-874-6512], PhoneNumber [number=841-874-6544], PhoneNumber [number=841-874-6512], PhoneNumber [number=841-874-6544], PhoneNumber [number=841-874-6741]] (UrlsDaoImpl.java:142)
[http-nio-8080-exec-7] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des personnes rattachées l'adresse: 1509 Culver St (UrlsService.java:59)
[http-nio-8080-exec-7] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Personnes trouvées pour l'adress  n°1509 Culver St: [PersonU4 [lastName=Boyd, phone=841-874-6512, age=37, medicalBackground=MedicalBackground [medications=[aznol:350mg, hydrapermazol:100mg], allergies=[nillacilan]]], PersonU4 [lastName=Boyd, phone=841-874-6513, age=32, medicalBackground=MedicalBackground [medications=[pharmacol:5000mg, terazine:10mg, noznazol:250mg], allergies=[]]], PersonU4 [lastName=Boyd, phone=841-874-6512, age=9, medicalBackground=MedicalBackground [medications=[], allergies=[peanut]]], PersonU4 [lastName=Boyd, phone=841-874-6512, age=4, medicalBackground=MedicalBackground [medications=[], allergies=[]]], PersonU4 [lastName=Boyd, phone=841-874-6544, age=35, medicalBackground=MedicalBackground [medications=[tetracyclaz:650mg], allergies=[xilliathal]]]] (UrlsDaoImpl.java:180)
[http-nio-8080-exec-8] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des familles rattachées la station: 1 (UrlsService.java:68)
[http-nio-8080-exec-8] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | nunber of address find by station: 3 address: (UrlsDaoImpl.java:207)
[http-nio-8080-exec-8] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Listes des personnes trouvées: FamilysListU5 [fireStation=1, personsListU5=[FamilyU5 [address=908 73rd St, persons=[PersonU4 [lastName=Walker, phone=841-874-8547, age=42, medicalBackground=MedicalBackground [medications=[thradox:700mg], allergies=[illisoxian]]], PersonU4 [lastName=Peters, phone=841-874-7462, age=39, medicalBackground=MedicalBackground [medications=[], allergies=[]]], PersonU4 [lastName=Stelzer, phone=841-874-7784, age=46, medicalBackground=MedicalBackground [medications=[ibupurin:200mg, hydrapermazol:400mg], allergies=[nillacilan]]], PersonU4 [lastName=Stelzer, phone=841-874-7784, age=41, medicalBackground=MedicalBackground [medications=[], allergies=[]]], PersonU4 [lastName=Stelzer, phone=841-874-7784, age=7, medicalBackground=MedicalBackground [medications=[noxidian:100mg, pharmacol:2500mg], allergies=[]]], PersonU4 [lastName=Duncan, phone=841-874-6512, age=21, medicalBackground=MedicalBackground [medications=[], allergies=[shellfish]]]]], FamilyU5 [address=947 E. Rose Dr, persons=[PersonU4 [lastName=Walker, phone=841-874-8547, age=42, medicalBackground=MedicalBackground [medications=[thradox:700mg], allergies=[illisoxian]]], PersonU4 [lastName=Peters, phone=841-874-7462, age=39, medicalBackground=MedicalBackground [medications=[], allergies=[]]], PersonU4 [lastName=Stelzer, phone=841-874-7784, age=46, medicalBackground=MedicalBackground [medications=[ibupurin:200mg, hydrapermazol:400mg], allergies=[nillacilan]]], PersonU4 [lastName=Stelzer, phone=841-874-7784, age=41, medicalBackground=MedicalBackground [medications=[], allergies=[]]], PersonU4 [lastName=Stelzer, phone=841-874-7784, age=7, medicalBackground=MedicalBackground [medications=[noxidian:100mg, pharmacol:2500mg], allergies=[]]], PersonU4 [lastName=Duncan, phone=841-874-6512, age=21, medicalBackground=MedicalBackground [medications=[], allergies=[shellfish]]]]], FamilyU5 [address=644 Gershwin Cir, persons=[PersonU4 [lastName=Walker, phone=841-874-8547, age=42, medicalBackground=MedicalBackground [medications=[thradox:700mg], allergies=[illisoxian]]], PersonU4 [lastName=Peters, phone=841-874-7462, age=39, medicalBackground=MedicalBackground [medications=[], allergies=[]]], PersonU4 [lastName=Stelzer, phone=841-874-7784, age=46, medicalBackground=MedicalBackground [medications=[ibupurin:200mg, hydrapermazol:400mg], allergies=[nillacilan]]], PersonU4 [lastName=Stelzer, phone=841-874-7784, age=41, medicalBackground=MedicalBackground [medications=[], allergies=[]]], PersonU4 [lastName=Stelzer, phone=841-874-7784, age=7, medicalBackground=MedicalBackground [medications=[noxidian:100mg, pharmacol:2500mg], allergies=[]]], PersonU4 [lastName=Duncan, phone=841-874-6512, age=21, medicalBackground=MedicalBackground [medications=[], allergies=[shellfish]]]]]]] (UrlsDaoImpl.java:234)
[http-nio-8080-exec-1] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des personnes: John Boyd (UrlsService.java:77)
[http-nio-8080-exec-1] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Liste des Personnes trouvées par John Boyd:  PersonsListU6 [persons=[PersonU6 [firstName=John, lastName=Boyd, phone=841-874-6512, age=37, email=jaboyd@email.com, medicalBackground=MedicalBackground [medications=[aznol:350mg, hydrapermazol:100mg], allergies=[nillacilan]]]]] (UrlsDaoImpl.java:271)
[http-nio-8080-exec-3] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des mails pour la ville: Culver (UrlsService.java:85)
[http-nio-8080-exec-3] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Liste des mails de toutes les Personnes de la ville Culver : [drk@email.com, soph@email.com, reg@email.com, jaboyd@email.com, bstel@email.com, clivfd@ymail.com, jpeter@email.com, aly@imail.com, ssanw@email.com, gramps@email.com, zarc@email.com, ward@email.com, tcoop@ymail.com, tenz@email.com, lily@email.com] (UrlsDaoImpl.java:293)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Lancement création du medicalRecord (MedicalRecordService.java:52)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Nom de recherche non conforme !! (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Nom de recherche non conforme !! (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Traitement de la demande de recherche des MedicalRecords (MedicalRecordService.java:27)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Traitement de la demande de suppression de { "firstName":"firstNameTest", "lastName":"lastNameTest", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"} (MedicalRecordService.java:64)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms,  update impossible ! (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms,  update impossible ! (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Traitement de la demande de mise à jour de { "firstName":"firstNameTest", "lastName":"lastNameTest", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"} (MedicalRecordService.java:76)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms,  suppression impossible ! (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> ** Données entrantes non conformes sur les noms,  suppression impossible ! (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | -> firstName1 lastName sont conforme (MedicalRecordService.java:40)
[main] INFO       | com.safetynet.safetyAlerts.service.MedicalRecordService      | Lancement de la recherche ! (MedicalRecordService.java:41)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Update avorté, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la suppression ! (FirestationService.java:40)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotConformException | --> *** Création avortée, adresse ou station non conforne (DataNotConformException.java:19)
[main] INFO       | com.safetynet.safetyAlerts.service.FirestationService        | Lancement de la recherche de toutes les FireStations (FirestationService.java:29)
